"screen_name","text","stripped_text1"
"soonergrunt","@nonya_bidniss Name one religion that is anti-vaccine.
Just one.
Even Christian Scientists, who eschew medical care because it circumvents God's will allow vaccines under the rubric of doing no harm to others."," name one religion that is antivaccinejust oneeven christian scientists who eschew medical care because it circumvents god will allow vaccines under the rubric of doing no harm to others"
"EWelliGreen","@Quackodile1 @Mufcfaninspain We've constantly been told that a vaccine won't 100% cure and yet anti-vaxx people seem determined to make this some kind of evidence of a conspiracy theory. It's ridiculous. They are really running low on discussion points.","  weve constantly been told that a vaccine wont  cure and yet antivaxx people seem determined to make this some kind of evidence of a conspiracy theory it ridiculous they are really running low on discussion points"
"xKiwiMonsterx","How dense do you have to be to be anti vax/Covid denying like honestly where have you been the last almost 2 years. Get your fucking vaccine. itâ€™s no different than all the ones you had to get just to attend school as a kid!!! Iâ€™m so tired. Iâ€™m glad most my family isnâ€™t stupid.","how dense do you have to be to be anti vaxcovid denying like honestly where have you been the last almost  years get your fucking vaccine itâ€™s no different than all the ones you had to get just to attend school as a kid iâ€™m so tired iâ€™m glad most my family isnâ€™t stupid"
"Erisven","Anti-Vaccine protestors are so preoccupied with telling us theyâ€™re not afraid.
Itâ€™s because theyâ€™re terrified of themselves.
If I was that stupid, Iâ€™d be scared of being locked up with myself.","antivaccine protestors are so preoccupied with telling us theyâ€™re not afraiditâ€™s because theyâ€™re terrified of themselvesif i was that stupid iâ€™d be scared of being locked up with myself"
"chelseacrafts","@ByUnhinged @TacoDagger44 @markknoller Many â€œantivaxxersâ€ arenâ€™t anti vaccine. This isnâ€™t a vaccine and itâ€™s still in trials. Itâ€™s not Fully FDA approved until 2024-2025. Itâ€™s unethical to make a experimental product OF ANYKIND mandated. This isnâ€™t only NOT giving informed consent, itâ€™s flat out lying and illegal.","   many â€œantivaxxersâ€ arenâ€™t anti vaccine this isnâ€™t a vaccine and itâ€™s still in trials itâ€™s not fully fda approved until  itâ€™s unethical to make a experimental product of anykind mandated this isnâ€™t only not giving informed consent itâ€™s flat out lying and illegal"
"utopian_red","https://t.co/HiNrs34v69

This is simply disgusting. The Health Secretary playing Dog Whistle politics with the ""Pandemic"". If and I truly hope it does not, leads to violence from some moronic fool, attacking someone based on their Vaccine status, Sajid Javid will be to blame 1/","this is simply disgusting the health secretary playing dog whistle politics with the pandemic if and i truly hope it does not leads to violence from some moronic fool attacking someone based on their vaccine status sajid javid will be to blame "
"ChrysophylaxD","@BustTheNotes @LeftwardSwing @veniteo @PatTheBerner Did you know the smallpox vaccine was only 95% effective? And it also had side effects. Vaccinations do not stop 100% of infections. Vaccinations also always have side effects.

Serious question: are you anti vax? I suspect I might be wasting my time with you.","    did you know the smallpox vaccine was only  effective and it also had side effects vaccinations do not stop  of infections vaccinations also always have side effectsserious question are you anti vax i suspect i might be wasting my time with you"
"DouglasDodson","@lovemoz1 @hjelle_brian @beahaven I understand but.  One widespread, serious reaction and we can kiss a vaccine defense good-by.  For a generation?

I understand the spike is critical, but are there other more conserved locations to target?

How are things going in the anti-viral world?","   i understand but  one widespread serious reaction and we can kiss a vaccine defense goodby  for a generationi understand the spike is critical but are there other more conserved locations to targethow are things going in the antiviral world"
"StonesHugo","Covid-19 Pandemic| Anti-vaccine protests in Spain, Germany protesters cl... https://t.co/YgLUOh7rzh via @YouTube","covid pandemic antivaccine protests in spain germany protesters cl  "
"frankiemc97","@TFo091 @PoliticsForAlI Your no better than the anti vaxxers 
When those responsible are open and transparent about the vaccine instead of pedling lies and bullshit i may consider it till then anyone tries to punnish me cos my right to choose is different will get hurt","  your no better than the anti vaxxers when those responsible are open and transparent about the vaccine instead of pedling lies and bullshit i may consider it till then anyone tries to punnish me cos my right to choose is different will get hurt"
"Tier1P1","@DaninFortWorth @SteampunkMuppet Bet she's already vaccinated. Most of the right wing people spreading anti vaccine rhetoric are probably vaccinated already anyways.","  bet she already vaccinated most of the right wing people spreading anti vaccine rhetoric are probably vaccinated already anyways"
"t_nflash","@JVGIndyVoter @BillKristol That would not work. They would spread the virus if they were not in the hospital. 700 to 800,000 dead due to Covid. Mostly anti VAXes and republican voters. Maybe we will be able to take back the Senate in 2022. DT &amp; repugs spread fake info about the vaccine? Why? Stupidity.","  that would not work they would spread the virus if they were not in the hospital  to  dead due to covid mostly anti vaxes and republican voters maybe we will be able to take back the senate in  dt  repugs spread fake info about the vaccine why stupidity"
"doublep2490","@mrspeakstruth @BuckeyevsTworld @DefiantLs How did I Know you would say abortions lol. So anti science and anti women. Unvaccinated are hospitalized and die over 15x more than vaccinated. You and the like are selfish and are prolonging this pandemic. There is a free and safe vaccine available to end this. But muh freedoms","   how did i know you would say abortions lol so anti science and anti women unvaccinated are hospitalized and die over x more than vaccinated you and the like are selfish and are prolonging this pandemic there is a free and safe vaccine available to end this but muh freedoms"
"rebeccasturner","How the slogans and symbols of the anti-vaccine mandate movement offer an insight into the minds of protesters  https://t.co/lreGY3fcdu","how the slogans and symbols of the antivaccine mandate movement offer an insight into the minds of protesters  "
"JasonAckery3rd","@county_clare How must it feel for Doug Erikson's family to know that his anti-vaccine stance as a public official likely led to deaths among his constituents?"," how must it feel for doug erikson family to know that his antivaccine stance as a public official likely led to deaths among his constituents"
"LyndaG1223","@chipfranklin Hey Sarah, how about it will be over your dead body that you  go to the hospital if you get Covid? But youâ€™ll be another anti-vaxxer that will rush to get all the special treatment available, wonâ€™t cha?? How about no vaccine, no treatments, no hospital?"," hey sarah how about it will be over your dead body that you  go to the hospital if you get covid but youâ€™ll be another antivaxxer that will rush to get all the special treatment available wonâ€™t cha how about no vaccine no treatments no hospital"
